stemming,genre
lulus sekolah si doel benyamin anggur kampung usaha jodoh ibu tolak cinta nonon alias kristin christine hakim teman sekolah kota peragawati doel rayu ibu jual tanah usaha kota tama usaha jual tebus mobil kawan sapi farouk afero kawan sinyo wahab abdi istri objek jual tebus tanah uang si doel doel usaha syarat temu doel kristin doel sungguh sungguh main doel ajar modern doel perhati pacar kristin achmad ahmad albar rambut kribo doel ikut kristin suka doel lucu hibur kesal achmad musik rock playboy hubung dua putus sambung putus doel ajak kristin bandung doel angin sapi sinyo bayar uang muka beli tanah bingung akibat ulah si doel achmad bingung kristin si doel anak buah berangkat bandung sapi sinyo bandung doel kerubut anak buah achmad kristin relai achmad ajak meni doel seret sapi sinyo selesai bayar tanah achmad gosip majalah kawin gadis kristin marah doel usaha teman sukses rumah kristin arak ara kristin kaget perhati naif doel anggap silau harta doel kaget salah duga kristin maulu doel lari kendara mobil samapai mobil masuk jurang doel rawat rumah sakit ibu doel kapok modern tarik perhati kristin sjuman ejek sikap modern lukis negatif rebut istri orang memperisteri gadis kawan anak judul si doel anak modern coret ganti si doel sok modern,Komedi
maya sahabat coba tahan hidup kota keluarga sadar waris harta keluarga kaya raya maya desa sadar bahaya tunggu,Drama
celo pemuda papua dorong cari saudara kembar hilang celo berangkat ikut instruksi mimpi ayah perhati saudara kembar medan perang kota jayapura celo temu babe usaha bangkrut medan perhati medan perang babe libat utang celo rumit kejar tagih utang sembunyi gudang kargo bandara sadar bawa udara jakarta jakarta celo babe libat kejar nato beko geng geng tarung kebun komodo milik gaul william male celo jujur pisah temu saudara kembar libat konflik gaul urban babe licik manfaat cello ingin,Komedi
gadis populer pilih klik jatuh anak lelaki suka baca sastra sekolah,Romantis
cerita almarhum ustadz jefri al buchori alfie alfandy alias uje kenal ustad gaul uje muda hayut nikmat dunia sia sia bakat milik aktor bakat model nama bagus ulah jauh rekan sahabat harap sang anak sia nyiakan eksistensi pasrah hadap nyata kenal uje gadis nama pipik revalina temat ubah hidup kes tayang pipik lelaki cinta milik tekad ubah hidup pipik saksi ubah eksistensi uje selamat eksistensi uje lepas jerat narkoba,Romantis
roh reny windy chindyana ungkap misteri wafat puluh kasih revan ibra azhari revan kebun teh milik ayah reny sang ayah tinggal kebun titip sahabat anak anak sahabat canggung laki kejar reny perempuan kejar revan tolak ayah kuasa kebun reny bunuh bunuh ungkap,Horor
tolak wanita cinta pria sakit hati dukun balas dendam duduk desa infeksi rabies lintah,Horor
celo pemuda papua dorong cari saudara kembar hilang celo berangkat ikut instruksi mimpi ayah saudara kembar medan perang kota jayapura celo temu babe usaha bangkrut medan medan perang babe libat utang celo rumit kejar tagih utang sembunyi gudang kargo bandara sadar bawa udara jakarta jakarta celo babe libat kejar nato beko geng geng tarung kebun komodo milik geng william male celo jujur pisah temu saudara kembar libat konflik geng urban babe licik manfaat cello ingin,Komedi
studi jepang viona atiqah hasiholan jatuh cinta fotografer jepang hubung hancur pria cinta muncul hidup,Drama
pedang devil letak sembunyi gua rahasia gunung setan jahat mati milik pedang perintah raja prajurit serang jaga gunung coba paksa serah peta bawa pedang kiper siksa lari lari mandala harap dengar upaya jalan selamat pedang devil milik tempur gerutu darah jalan serang buaya jahat temu jahat jahat coba pasuk gunung mandala tangkap hadiah dapat panggil dewa pedang mistis lawan juang amuk kuat gaib menang tarung ratu buaya butuh pedang devil biaya,Horor
nikko ben joshua usia 20 tampan mahasiswa semester tunang wanita cantik cerdas donna nia ramadhani usia 19 nikko cinta donna,Horor
film capres cerita calon pria lugu maju calon presiden hartono dwi sasono pegawai administrasi kantor partai calon partai asu calon presiden ganti ketua partai tangkap kpk petinggi partai harap calon hartono calon presiden milu tahan dana kumpul jabat usaha dana operasional partai kampanye ketua partai asu tangkap kpk langsung putar otak cari presiden kacang jadi boneka alat untung calon partai asu sadar hartono lugu bodoh,Laga
benci ibu salah ibu mati ayah langgir janaka hidup iri sahabat sahabat anggap milik hidup sempurna teman teman pergi libur vila uji nekad langgir sahabat salah pacar sahabat gabung konsumsi cemburu langgir putus tinggal teman teman temu takut ancam hidup hidup teman teman keluarga,Horor
sam samantha pindah rumah kosnya tua marah lari ikut mangkoedjiwo sekte balas dendam tewas sri sukmarahimi mangkodjiwo pacar traumatis agung cari sam pisah kerabat angkat hadap gelap ancam kuat kuat tahan lantun mantra kutuk bawa hukum mati orang orang agung baca bawa hati nurani murni dengar sisi gelap ambil alih hidup sepenuh,Horor
novelis putri asisten pindah rumah hantu hak asuh putri cerai,Horor
kartini jajang c noer dokter kandung usia 45 lalu kelam jebak hidup cinta 6 orang pasien wanita kelam bahagia bahagia hidup juang wanita juang korban,Romantis
tony aghi bubu saras anak anak orang kaya musuh anak anak smu sekolah banding sok jago songong tugas esai tulis sosial adam alih alih tulis esai sok tindak kongkrit bangun sekolah anak anak orang miskin kolong jembatan anggap enteng lebih bayang lingkung menghadang kepala suku pulung sana toro si anak bengal ucok mak rambe emaknya ucok gak tuju anak sekolah gratis ada ton cs ledek teman teman sekolah tuai edwin remeh,Komedi
ken arok besar dunia hitam lembong letak kubur bayi tingkah laku ken arok usir hidup bango samparan ini saudara istri samparan ken arok desak kirim upeti raja buron kelana temu pendeta loh gawe ilmu pimpin akuwu tumapel tunggul ametung hasil culik ken dedes jadi isteri jasa loh gawe ken arok terima prajurit tumapel jalan karier istana ken arok ken dedes langsung jatuh cinta niat buruk bunuh tunggul ametung muncul pikir loh gawe tuju niat ken arok restu ayah angkat bango samparan mes keris empu gandring kecewa pesan keris kunjung selesai ken arok marah bunuh empu gandring keris pes tinggal gandring kutuk ken arok mati keris istana ken arok titip keris kebo ijo perwira sombong suka pamer keris milik malam ken arok curi keris kebo ijo bunuh tunggul ametung rakyat tumapel gempar tuduh kebo ijo bunuh niat ken arok awin ken dedes capai ganti duduk tunggul ametung kembang raja ken arok hindar kutu empu gandring,Romantis
gadis desa korban dagang anak dasar kisah nyata,Drama
maira hidup bahagia aiden buat boneka milik usaha main vanya putri angkat keponakan aiden duka hilang kandung vanya main charlie pencil panggil almarhum ibu aneh maira teror boneka sabrina boneka ingin,Horor
hormat kerudung film cerita syahdu donita cewek hati mulia keras hati rumah syahdu tinggal ibu erlin sarintan adik nama ratih nadya almira syahu unjung kakek jalan syahdu temu ifand andhika pratama pemuda soleh cerdas pikir buka syahdu tuju ifand rumah kakek syahdu rumah ifand jarak puncak syahdu ifand berkenlan akrab tumbu benih cinta sofia ussy sulistiawaty suka ifand anggap serius ifand kakek syahdu akrab syahdu ifand nyaman dengar gunjing warga fitnah kakek syahdu syahdu tinggal desa kembal rumah syahdu bayang nyata pahit mana ibu rawat rumah sakit jalan operasi keluar biaya buat ratuh bingung cari uang situasi genting muncul nazmi iwa rasya mantan kasih syahdu satu syahdu nazmi tawar dana biaya operasi syahdu meni dengan perhati sang sembuh syahdu paksa meni nazmi duga nazmi laku kasar syahdu malam nikah syahdu usir nazmi ifand kecewa syahdu meni ifand meni sofia cinta diam diam kenyat ifand untung sofia tulus abdi istri tahan syahdu pilih cerai syahdu ubah orang stres lamun mudah sakit semangat hilang iba diam diam ratih kirim surat ifand cerita alami syahdu baca surat sofia soleh ikhlas ifand diskus syahdu ifand cinta syahdu sofia rela ifand nikah syahdu ifand meni syahdu bawa rumah tinggal tiga sofia syahdu bahagia salah sofia,Romantis
baby cinta laura gadis yatim piatu cantik energik milik cita cita tari biaya opa sakit sakit diam diam baby putus sekolah kompetisi tari sma pakai topeng identitas phantom tampil tonton panitia kesima bingung phantom misterius selenggara kompetisi wizard andy rif aju syarat baby grand final syarat masuk sekolah wizard sma pekerti luhur biaya tanggung sma pekerti luhur sekolah swasta elit puluh atur ketat pimpin kepsek muda super disiplin yudo tio pakusadewo anak laki laki benny ridwan ghani ketua php awas harmoni didik tugas siswa langgar atur zarro randy pangalila cowok keren sekolah serta grand final dance competition benci benny muncul baby sekolah ceroboh konyol benny geram dua langsung musuh baby ikut kompetisi dance,Komedi
hormat kerudung film cerita syahdu donita cewek hati mulia keras hati rumah syahdu tinggal ibu erlin sarintan adik nama ratih nadya almira syahu unjung kakek jalan syahdu temu ifand andhika pratama pemuda soleh cerdas pikir buka syahdu tuju ifand rumah kakek syahdu rumah ifand jarak puncak syahdu ifand berkenlan akrab tumbu benih cinta sofia ussy sulistiawaty suka ifand anggap serius ifand kakek syahdu akrab syahdu ifand nyaman dengar gunjing warga fitnah kakek syahdu syahdu tinggal desa kembal rumah syahdu bayang nyata pahit mana ibu rawat rumah sakit jalan operasi keluar biaya buat ratuh bingung cari uang situasi genting muncul nazmi iwa rasya mantan kasih syahdu satu syahdu nazmi tawar dana biaya operasi syahdu meni dengan saksi sang sembuh syahdu paksa meni nazmi duga nazmi laku kasar syahdu malam nikah syahdu usir nazmi ifand kecewa syahdu meni ifand meni sofia cinta diam diam kenyat ifand untung sofia tulus abdi istri tahan syahdu pilih cerai syahdu ubah orang stres lamun mudah sakit semangat hilang iba diam diam ratih kirim surat ifand cerita alami syahdu baca surat sofia soleh ikhlas ifand diskus syahdu ifand cinta syahdu sofia rela ifand nikah syahdu ifand meni syahdu bawa rumah tinggal tiga sofia syahdu bahagia salah sofia,Romantis
berlian putri remaja daya lari keras politik terus lamun ayah hadir pemuda daya radang tangan keras paksa pindah darat rumah tepi pantai gurun pasir ubah pasang antagonisme akrab daya saksi wajah asing jajar seberang gurun,Laga
1947 misi diplomatik indonesia kairo paspor aku daulat indonesia alami rangkai tangan tempat nasib mesir indonesia tangan khianat,Laga
putus asa kerja naya untung sahabat tawar kerja urus rumah tangga hotel bintang 5 tepi pantai hotel milik atur aneh buka nomor kamar 308 dasar legenda sejati nyi roro kidul roh ratu laut selatan konon hidup kamar 308 samudra hotel,Horor
ahok daniel mananta lahir keluarga ayah chew kin usaha tambang bisnis lancar orang korup hubung dingin ahok ikut langkah ayah kim nam buka tambang belitung orang bisnis bangkrut keluarga ahok alami peristiwa tragis kondisi panik ahok pesan ayah pimpin tekad terjun dunia politik,Drama
zaki joana debby unjung rumah kosong kenal buang kubur mayat kriminal datang joana zaki debby dokumentasi situasi bangun handycam joana sengaja temu payung usang kembang zaki percaya undang makhluk makhluk gaib semenjak zaki joana debby kerap ganggu tampak sosok gadis tari jaipong pocong jalan asa seram lil sang hantu tari jaipong izin inap rumah zaki ipung sadar gembira zaki takut lil hantu tari jaipong rumah angker tari jaipong zaki usaha bukti lil hantu gagal percaya ipung lil toilet kampus zaki ipung tunggu lil pergok wujud pocong takut joana debby maaf rumah angker kakek misterius kakek misterius ingat hantu tari jaipong pocong sahabat tari jaipong lil sahabat lil teman bunuh orang zaki joana debby putus informasi rumah lil lil cerita rumah angker lil sahabat perkosa bunuh lil maaf anak ganggu zaki wajah bunuh lil roh lil mimpi ibu cincin emas jari manis hilang,Horor
gema jefri nichol siswa kelas 2 sma gila gila maya amanda rawles teman sekolah gema golong murid nakal maya kelas unggul murid pintar gema usaha kejar maya dukung surya junior liem sahabat gema gema suka maya raka naufal samudra usaha keras maya,Romantis
boy onky alexander selesai kuliah coba bangun bisnis san francisco milik bos cantik nama sheena sophia latjuba diam diam suka boy emon didi petet boy jalan temu anak lantar bawa pulang cindy paramitha rusady boy cemburu perhati akrab boy sheena emon temu anak temu anak lolos culi kembali anak orang tua tangkap tangkap usaha rebut anak tangan emon gagal emon serah anak orang tua tangkap polisi culi untung boy cindy sheena coba klarifikasi,Laga
bisnis muslihat pensiun preman masalah hadap putri anjak dewasa datang lelaki selisih mantan bawah,Komedi
film kisah 8 cerita kisah anak keras hari udara bersih pasang sepatu roda kisah kakak adik jual dvd baja seteru sang adik keranjingan minum kopi starbucks kisah anak psk pikat sorang lelaki lelaki ajar pmp nya kisah orang jepang haus cari cinta sejati temu gadis pandu karaoke kisah sutradara televisi gaji cari lepas tekan isteri atas kantor kisah kepala sekolah taman kanak kanak usaha jalan kaidah islam yakin himpitan duniawi kisah mantan sopir sorang asing terima hadiah harga kenang kenang sang boss kisah cewek dagang kain impi hidup haji topang sang anak satu temu nyata,Romantis
segitiga cinta aneh matahari bintang,Romantis
8 cerita peter pria gay tinggal jakarta usia 10 40 alam cinta bantu bentuk pria,Drama
doyok fedi nuril otoy pandji pragiwaksono ali oncom dwi sasono sosok manusia beda latar milik sama nasib keras hidup ibukota nasib sial doyok lugu na f jujur identik surjan blangkon bokek cita cita langit anggota legislatif otoy suami miskin takut istri akal ngerjain istri mertua untung ali oncom kampung playboy gaya langit profesi tukang ojek paruh buru janda sama nasib sahabat otoy ali oncom doyok cari jodoh doyok duli malam hari mimpi temu almarhum ibu ingat meni doyok sambut tawar otoy ali oncom cari jodoh untuk kencan buta media sosial ayu laura basuki comblang suci titi kamal pegawai lurah bawa tualang lucu jebak situasi sulit alami,Komedi
aliza shandy aulia gadis usia 17 nasib rumah tangga kaya harmonis rutinitas sekolah sahabat karib mitha acha septriasa hang teman teman beda hidup nikah kakak rio mischa chandrawinata langsung minggu aliza kuliah negeri timbang ayah onky alexander ibu sari nila hamil anak tiga,Romantis
